Kit ID,Borough,Zipcode,Date Collected,Date Received,Lead First_Draw (mg/L),Lead 1-2 Minute Flush (mg/L),Lead 5 Minute Flush (mg/L),Copper First Draw (mg/L),Copper 1-2 Minute Flush (mg/L),Copper 5 minute Flush (mg/L)
17237422,BROOKLYN,11214,02/01/2017,02/06/2017,0.002,0,,0.193,0.053,
17236891,BROOKLYN,11204,02/01/2017,02/08/2017,0.012,0.001,,0.203,0.006,
17237535,NEW YORK,10013,02/01/2017,02/06/2017,0.001,0,,0.243,0.058,
17237518,NEW YORK,10028,02/01/2017,02/10/2017,0,0,,0.057,0.022,
16234663,NEW YORK,10003,02/01/2017,02/06/2017,0,0,,0.054,0.01,
17237450,NEW YORK,10065,02/01/2017,02/06/2017,0,0,,0.073,0.033,
17237498,SPRINGFIELD GARDENS,11413,02/01/2017,02/10/2017,0,0,,0.119,0.092,
17237441,BROOKLYN,11215,02/01/2017,02/06/2017,0.003,0.002,,0.071,0.022,
17237334,BROOKLYN,11234,02/01/2017,02/06/2017,0.001,0,,0.099,0.019,
17237367,BROOKLYN,11217,02/01/2017,02/08/2017,0.001,0,,0.097,0.026,
16236061,NEW YORK,10024,02/01/2017,02/08/2017,0,0,,0.026,0.022,
17237362,BROOKLYN,11217,02/01/2017,02/07/2017,0,0,,0.015,0.014,
17237533,BROOKLYN,11211,02/01/2017,02/06/2017,0,0,,0.582,0.076,
17237456,BROOKLYN,11234,02/01/2017,02/06/2017,0,0,,0.116,0.06,
17237546,BROOKLYN,11217,02/01/2017,02/08/2017,0.004,0.002,,0.185,0.013,
17237452,NEW YORK,10010,02/01/2017,02/08/2017,0.002,0,,0.264,0.047,
17237366,BROOKLYN,11224,02/01/2017,02/06/2017,0.002,0.003,,0.094,0.065,
16236411,BROOKLYN,11228,02/01/2017,02/06/2017,0.012,0.004,,0.165,0.096,
17237131,ARVERNE,11692,02/01/2017,02/06/2017,0,0,,0,0,
17237506,BROOKLYN,11225,02/01/2017,02/07/2017,0.002,0,,0.136,0.018,
17237574,BROOKLYN,11237,02/01/2017,02/07/2017,0.002,0,,0.326,0.025,
17237494,BROOKLYN,11201,02/01/2017,02/06/2017,0,0,,0.093,0.039,
17237560,RIDGEWOOD,11385,02/01/2017,02/06/2017,0,0,,0.035,0.01,
17237511,NEW YORK,10003,02/02/2017,02/08/2017,0.001,0,,0.17,0.117,
17237379,NEW YORK,10003,02/02/2017,02/07/2017,0,0,,0.03,0.012,
17237505,BROOKLYN,11215,02/02/2017,02/08/2017,0.028,0,,0.293,0.015,
17237519,NEW YORK,10034,02/02/2017,02/07/2017,0,0,,0.04,0.011,
17237407,NEW YORK,10009,02/02/2017,02/07/2017,0,0,,0.051,0.011,
16233303,NEW YORK,10014,02/02/2017,02/08/2017,0,0,,0.291,0.249,
17237477,BROOKLYN,11222,02/02/2017,02/07/2017,0,0,,0.269,0.014,
17237017,NEW YORK,10012,02/02/2017,02/07/2017,0,0,,0.196,0.04,
17237570,NEW YORK,10028,02/02/2017,02/08/2017,0.004,0.001,,0.141,0.028,
17237598,BROOKLYN,11235,02/03/2017,02/07/2017,0,0,,0.232,0.013,
16235870,FOREST HILLS,11375,02/03/2017,02/07/2017,0.003,0.002,,0.23,0.054,
16236613,SUNNYSIDE,11104,02/03/2017,02/09/2017,0,0,,0.078,0.027,
17237589,NEW YORK,10014,02/03/2017,02/07/2017,0,0,,0.116,0.104,
17237412,BROOKLYN,11235,02/03/2017,02/13/2017,0,0,,0.16,0.128,
17237573,BROOKLYN,11233,02/03/2017,02/08/2017,0.002,0,,0.224,0.023,
16227799,NEW YORK,10022,02/03/2017,02/13/2017,0,0,,0.14,0.05,
16233677,JACKSON HEIGHTS,11372,02/03/2017,02/07/2017,0,0,,0.084,0.021,
16236620,NEW YORK,10011,02/03/2017,02/08/2017,0,0,,0.16,0.033,
17237113,NEW YORK,10001,02/03/2017,02/07/2017,0,0,,0.074,0.032,
17237672,NEW YORK,10027,02/03/2017,02/10/2017,0,0,,0.01,0.008,
17237595,NEW YORK,10025,02/03/2017,02/07/2017,0,0,,0.121,0.094,
17237563,BROOKLYN,11238,02/03/2017,02/09/2017,0,0,,0.252,0.081,
17237360,JAMAICA,11435,02/04/2017,02/08/2017,0.001,0.001,,0.039,0.012,
16234266,BROOKLYN,11249,02/04/2017,02/07/2017,0.005,0.003,,0.149,0.05,
17237170,NEW YORK,10023,02/04/2017,02/08/2017,0.001,0,,0.111,0.066,
17237666,BROOKLYN,11209,02/04/2017,02/08/2017,0.003,0.002,,0.145,0.016,
17237592,BROOKLYN,11204,02/04/2017,02/10/2017,0,0,,0.024,0.011,
17237681,BROOKLYN,11237,02/04/2017,02/09/2017,0,0,,0.13,0.019,
17237537,BROOKLYN,11230,02/04/2017,02/09/2017,0,0,,0.1,0.013,
16236790,NEW YORK,10011,02/04/2017,02/08/2017,0,0,,0.165,0.016,
17237553,BROOKLYN,11225,02/04/2017,02/07/2017,0.003,0.002,,0.179,0.21,
17237664,BROOKLYN,11209,02/04/2017,02/08/2017,0.01,0,,0.163,0.013,
17237320,NEW YORK,10128,02/05/2017,02/15/2017,0,0,,0.09,0.029,
17237638,BROOKLYN,11209,02/05/2017,02/09/2017,0.002,0,,0.172,0.011,
17237547,LITTLE NECK,11363,02/05/2017,02/16/2017,0,0.001,,0.21,0.028,
17237604,NEW YORK,10018,02/05/2017,02/08/2017,0,0,,0.197,0.205,
17237730,BROOKLYN,11209,02/05/2017,02/13/2017,0,0,,0.131,0.013,
17237292,NEW YORK,10009,02/05/2017,02/09/2017,0,0,,0.203,0.021,
17237646,BROOKLYN,11220,02/05/2017,02/08/2017,0.001,0,,0.166,0.006,
17237727,BROOKLYN,11209,02/05/2017,02/08/2017,0.002,0,,0.223,0.055,
17237476,NEW YORK,10033,02/05/2017,02/13/2017,0,0,,0.052,0.024,
17237648,BROOKLYN,11209,02/05/2017,02/10/2017,0.002,0,,0.139,0.011,
17237726,BROOKLYN,11209,02/05/2017,02/08/2017,0.002,0,,0.132,0.024,
17237657,NEW YORK,10001,02/05/2017,02/09/2017,0,0,,0.159,0.112,
17237527,BROOKLYN,11201,02/05/2017,02/09/2017,0,0,,0.235,0.047,
17237645,BROOKLYN,11214,02/05/2017,02/09/2017,0,0.001,,0.264,0.328,
16231815,NEW YORK,10016,02/05/2017,02/10/2017,0,0,,0.09,0.025,
17237226,BROOKLYN,11231,02/05/2017,02/13/2017,0,0,,0.339,0.232,
17237578,ASTORIA,11106,02/05/2017,02/08/2017,0.001,0,,0.155,0.011,
17237530,BROOKLYN,11219,02/05/2017,02/08/2017,0.001,0.001,,0.035,0.012,
16232961,BROOKLYN,11209,02/05/2017,02/17/2017,0,0,,0.23,0.014,
16225597,NEW YORK,10029,02/05/2017,02/09/2017,0,0,,0.116,0.015,
17237523,NEW YORK,10025,02/05/2017,02/10/2017,0,0,,0.125,0.01,
17237483,NEW YORK,10033,02/06/2017,02/10/2017,0.002,0,,0.219,0.16,
17237580,NEW YORK,10009,02/06/2017,02/08/2017,0,0,,0.04,0.029,
16229062,NEW YORK,10003,02/06/2017,02/10/2017,0.004,0,,0.158,0.067,
17237240,ROSEDALE,11422,02/06/2017,02/09/2017,0,0,,0.084,0.013,
17237702,NEW YORK,10016,02/06/2017,02/15/2017,0,0,,0.171,0.163,
17237649,BROOKLYN,11209,02/06/2017,02/08/2017,0.002,0,,0.034,0.015,
17237665,NEW YORK,10028,02/06/2017,02/15/2017,0.001,0,,0.08,0.03,
17237685,BROOKLYN,11209,02/06/2017,02/08/2017,0,0,,0.333,0.066,
17337745,STATEN ISLAND,10306,02/06/2017,02/08/2017,0.005,0.003,0.001,0.28,0.022,0.017
17237626,NEW YORK,10033,02/06/2017,02/09/2017,0,0,,0.033,0.031,
16229600,BRONX,10456,02/06/2017,02/08/2017,0,0,,0.052,0.011,
17237285,BROOKLYN,11215,02/06/2017,02/10/2017,0,0,,0.155,0.054,
17236994,BROOKLYN,11215,02/06/2017,02/10/2017,0,0,,0.164,0.03,
16236586,SPRINGFIELD GARDENS,11413,02/06/2017,02/10/2017,0.002,0,,0.243,0.013,
17237571,BROOKLYN,11209,02/06/2017,02/08/2017,0.001,0,,0.177,0.015,
17237720,BROOKLYN,11209,02/06/2017,02/13/2017,0,0,,0.143,0.014,
17237714,BROOKLYN,11209,02/06/2017,02/10/2017,0,0,,0.271,0.124,
17237682,RIDGEWOOD,11385,02/06/2017,02/09/2017,0.002,0,,0.248,0.033,
17237514,BROOKLYN,11225,02/06/2017,02/08/2017,0.002,0.001,,0.051,0.023,
17237693,BROOKLYN,11228,02/06/2017,02/13/2017,0.006,0.01,,0.209,0.04,
17237688,BROOKLYN,11219,02/07/2017,02/17/2017,0.001,0.001,,0.265,0.208,
17237701,BROOKLYN,11220,02/07/2017,02/10/2017,0,0,,0.152,0.157,
17237743,BROOKLYN,11209,02/07/2017,02/09/2017,0.001,0,,0.164,0.051,
16236407,BROOKLYN,11217,02/07/2017,02/13/2017,0,0,,0.251,0.259,
17237705,NEW YORK,10128,02/07/2017,02/13/2017,0,0,,0.17,0.013,
17237426,NEW YORK,10028,02/07/2017,02/08/2017,0.001,0,,0.197,0.019,
17237594,NEW YORK,10014,02/07/2017,02/08/2017,0,0,,0.117,0.033,
16236659,NEW YORK,10023,02/07/2017,02/13/2017,0.003,0,,0.222,0.038,
17237484,NEW YORK,10027,02/07/2017,02/09/2017,0,0,,0.487,0.129,
17237129,BROOKLYN,11226,02/07/2017,02/09/2017,0,0,,0.071,0.012,
17237182,WOODSIDE,11377,02/07/2017,02/09/2017,0,0,,0.091,0.031,
17237106,BROOKLYN,11222,02/07/2017,02/15/2017,0,0,,0.304,0.031,
17237127,BROOKLYN,11219,02/07/2017,02/09/2017,0,0,,0.164,0.031,
17237603,BROOKLYN,11249,02/07/2017,02/09/2017,0,0,,0.203,0.082,
17237536,BROOKLYN,11222,02/07/2017,02/10/2017,0,0,,0.222,0.025,
17237439,LONG ISLAND CITY,11101,02/07/2017,02/13/2017,0.001,0,,0.137,0.012,
17237694,BROOKLYN,11209,02/08/2017,02/10/2017,0,0,,0.08,0.01,
17237575,STATEN ISLAND,10309,02/08/2017,02/10/2017,0,0,,0.163,0.047,
17237445,BROOKLYN,11216,02/08/2017,02/09/2017,0.044,0.013,,0.111,0.097,
17237647,NEW YORK,10075,02/08/2017,02/13/2017,0,0,,0.159,0.054,
16232816,STATEN ISLAND,10310,02/08/2017,02/13/2017,0,0,,0.202,0.128,
17237622,NEW YORK,10025,02/08/2017,02/13/2017,0,0,,0.085,0.011,
17237781,FOREST HILLS,11375,02/08/2017,02/13/2017,0,0,,0.057,0.019,
17237303,BROOKLYN,11231,02/08/2017,02/10/2017,0.001,0,,0.117,0.019,
17237642,BROOKLYN,11219,02/08/2017,02/16/2017,0,0,,0.32,0.027,
17237784,NEW YORK,10023,02/08/2017,02/13/2017,0,0,,0.031,0.022,
17237126,NEW YORK,10017,02/08/2017,02/10/2017,0,0,,0.137,0.04,
17237889,BROOKLYN,11209,02/08/2017,02/10/2017,0,0.01,,0.021,0.005,
17237617,NEW YORK,10019,02/08/2017,02/10/2017,0,0,,0.053,0.021,
16235557,BROOKLYN,11234,02/08/2017,02/09/2017,0.002,0.014,,0.017,0.208,
16236796,NEW YORK,10001,02/08/2017,02/10/2017,0,0,,0.158,0.017,
17237606,NEW YORK,10023,02/08/2017,02/15/2017,0.001,0,,0.213,0.139,
17237746,ASTORIA,11106,02/08/2017,02/10/2017,0.003,0,,0.192,0.032,
17237543,STATEN ISLAND,10303,02/08/2017,02/15/2017,0,0,,0.02,0.038,
17237399,BROOKLYN,11205,02/08/2017,02/17/2017,0,0,,0.142,0.022,
17237349,Queens,11421,02/08/2017,02/13/2017,0,0,,0.057,0.038,
16336771,BROOKLYN,11234,02/08/2017,02/13/2017,0.012,0.02,0.003,0.114,0.017,0.008
16235457,NEW YORK,10003,02/08/2017,02/15/2017,0,0,,0.283,0.116,
17237968,BROOKLYN,11238,02/08/2017,02/13/2017,0.001,0,,0.066,0.034,
17237788,WOODSIDE,11377,02/08/2017,02/15/2017,0,0,,0.183,0.02,
17237869,BROOKLYN,11209,02/08/2017,02/13/2017,0,0,,0.122,0.012,
17237813,NEW YORK,10044,02/08/2017,02/13/2017,0.005,0,,0.388,0.031,
17238031,BROOKLYN,11215,02/09/2017,02/21/2017,0,0,,0.218,0.071,
17238022,JACKSON HEIGHTS,11372,02/09/2017,02/21/2017,0,0,,0.115,0.065,
16231575,BROOKLYN,11209,02/09/2017,02/17/2017,0.002,0,,0.181,0.163,
17237951,BROOKLYN,11209,02/09/2017,02/13/2017,0.006,0,,0.377,0.266,
17237430,BROOKLYN,11215,02/09/2017,02/13/2017,0,0,,0.231,0.028,
17238017,BROOKLYN,11220,02/09/2017,02/13/2017,0,0,,0.172,0.015,
17237739,FOREST HILLS,11375,02/09/2017,02/15/2017,0,0,,0.06,0.014,
17238040,NEW YORK,10022,02/09/2017,02/13/2017,0.001,0,,0.141,0.119,
17237879,NEW YORK,10023,02/09/2017,02/13/2017,0,0,,0.121,0.087,
17237973,NEW YORK,10019,02/09/2017,02/15/2017,0,0,,0.064,0.01,
16233873,JACKSON HEIGHTS,11372,02/09/2017,02/13/2017,0,0,,0.14,0.012,
17238014,BROOKLYN,11231,02/09/2017,02/13/2017,0.001,0.001,,0.239,0.197,
16232951,SUNNYSIDE,11104,02/09/2017,02/13/2017,0,0,,0.045,0.006,
16225874,NEW YORK,10023,02/09/2017,02/17/2017,0.002,0,,0.247,0.044,
17237958,BROOKLYN,11209,02/10/2017,02/21/2017,0.006,0.02,,0.202,0.043,
17238033,BROOKLYN,11209,02/10/2017,02/15/2017,0,0,,0.09,0.018,
17238039,BROOKLYN,11209,02/10/2017,02/21/2017,0.001,0,,0.154,0.101,
17238013,BROOKLYN,11215,02/10/2017,02/15/2017,0.002,0.001,,0.144,0.028,
17237902,BROOKLYN,11215,02/10/2017,02/13/2017,0,0,,0.114,0.021,
17237757,NEW YORK,10044,02/10/2017,02/15/2017,0,0,,0.06,0.014,
17237568,NEW YORK,10025,02/10/2017,02/15/2017,0,0,,0.045,0.029,
16236272,NEW YORK,10011,02/10/2017,02/13/2017,0.002,0,,0.282,0.032,
16235776,BROOKLYN,11229,02/10/2017,02/15/2017,0.003,0.001,,0.223,0.105,
17238011,NEW YORK,10002,02/10/2017,02/13/2017,0,0,,0.05,0.045,
16234010,FOREST HILLS,11375,02/10/2017,02/16/2017,0,0,,0.137,0.165,
17237742,BRONX,10466,02/10/2017,02/15/2017,0,0,,0.177,0.105,
17237475,NEW YORK,10009,02/10/2017,02/15/2017,0,0,,0.226,0.011,
17237884,BROOKLYN,11209,02/10/2017,02/16/2017,0,0,,0.208,0.038,
16231253,JACKSON HEIGHTS,11372,02/10/2017,02/15/2017,0,0,,0.153,0.02,
17237736,NEW YORK,10038,02/11/2017,02/13/2017,0,0,,0.136,0.022,
17238079,STATEN ISLAND,10301,02/11/2017,02/13/2017,0,0,,0.134,0.053,
17237797,BROOKLYN,11215,02/11/2017,02/16/2017,0,0,,0.283,0.013,
17238084,NEW YORK,10033,02/11/2017,02/21/2017,0.009,0,,0.185,0.16,
17237847,BROOKLYN,11218,02/11/2017,02/15/2017,0.004,0,,0.046,0.01,
17237660,BROOKLYN,11228,02/11/2017,02/21/2017,0,0,,0.054,0.015,
17237779,NEW YORK,10044,02/11/2017,02/15/2017,0,0,,0.27,0.179,
17237581,BROOKLYN,11215,02/11/2017,02/13/2017,0,0,,0.41,0.025,
17238069,NEW YORK,10034,02/11/2017,02/21/2017,0,0,,0.138,0.015,
16236180,BROOKLYN,11238,02/11/2017,02/21/2017,0,0,,0.176,0.049,
17236965,KEW GARDENS,11415,02/11/2017,02/21/2017,0,0,,0.037,0.004,
17237774,NEW YORK,10017,02/11/2017,02/15/2017,0,0,,0.098,0.063,
16235391,BROOKLYN,11231,02/11/2017,02/21/2017,0,0,,0.068,0.016,
16224938,STATEN ISLAND,10301,02/11/2017,02/24/2017,0.002,0,,0.211,0.072,
17237916,BROOKLYN,11217,02/11/2017,02/21/2017,0.003,0.001,,0.161,0.051,
17237216,BROOKLYN,11234,02/11/2017,02/17/2017,0.004,0.008,,0.282,0.029,
17238111,BROOKLYN,11206,02/11/2017,02/15/2017,0,0,,0.09,0.01,
17237905,BROOKLYN,11214,02/11/2017,02/15/2017,0,0,,0.057,0.006,
17238078,NEW YORK,10026,02/11/2017,02/16/2017,0,0,,0.299,0.044,
13220328,FOREST HILLS,11375,02/11/2017,02/21/2017,0,0,,0.158,0.025,
17237221,BROOKLYN,11215,02/11/2017,02/17/2017,0,0,,0.202,0.014,
17237972,BROOKLYN,11229,02/12/2017,02/23/2017,0,0,,0.15,0.09,
17237981,BROOKLYN,11206,02/12/2017,02/23/2017,0,0,,0.104,0.047,
17238096,BRONX,10451,02/12/2017,02/16/2017,0,0,,0.169,0.017,
17237994,NEW YORK,10044,02/12/2017,02/15/2017,0,0,,0.157,0.027,
17237786,NEW YORK,10128,02/12/2017,02/15/2017,0,0,,0.238,0.176,
17238063,RICHMOND HILL,11418,02/12/2017,02/21/2017,0,0,,0.034,0.013,
17237771,NEW YORK,10044,02/12/2017,02/15/2017,0,0,,0.204,0.023,
17238129,BROOKLYN,11218,02/12/2017,02/16/2017,0,0,,0.084,0.011,
17238337,BROOKLYN,11231,02/12/2017,02/17/2017,0.002,0,,0.137,0.066,
17237848,NEW YORK,10019,02/12/2017,02/21/2017,0,0,,0.175,0.011,
17238137,RIDGEWOOD,11385,02/12/2017,02/15/2017,0.002,0,,0.011,0.016,
17238099,NEW YORK,10011,02/12/2017,02/17/2017,0.007,0,,0.074,0.016,
17237156,NEW YORK,10038,02/12/2017,02/17/2017,0.002,0,,0.109,0.015,
17238143,BROOKLYN,11228,02/12/2017,02/15/2017,0,0,,0.116,0.018,
17237822,NEW YORK,10028,02/12/2017,02/15/2017,0,0,,0.19,0.022,
17238318,BROOKLYN,11236,02/13/2017,02/16/2017,0,0,,0.275,0.023,
17238080,NEW YORK,10028,02/13/2017,02/15/2017,0.001,0,,0.242,0.146,
17238019,BROOKLYN,11215,02/13/2017,02/24/2017,0,0,,0.035,0.018,
17238056,NEW YORK,10034,02/13/2017,02/15/2017,0,0,,0.074,0.02,
17238106,NEW YORK,10033,02/13/2017,02/16/2017,0.001,0,,0.111,0.017,
17238148,NEW YORK,10034,02/13/2017,02/23/2017,0,0,,0.121,0.009,
17238273,BROOKLYN,11229,02/13/2017,02/17/2017,0,0,,0.14,0.092,
17237766,BROOKLYN,11209,02/13/2017,02/21/2017,0,0,,0.122,0.008,
17237965,BROOKLYN,11222,02/13/2017,02/15/2017,0.001,0,,0.201,0.128,
17238061,BRONX,10471,02/13/2017,02/17/2017,0,0,,0.144,0.016,
17237783,BROOKLYN,11209,02/13/2017,02/16/2017,0,0,,0.455,0.12,
17237993,NEW YORK,10044,02/13/2017,02/16/2017,0,0,,0.183,0.131,
15223663,BROOKLYN,11209,02/13/2017,02/15/2017,0,0,,0.073,0.016,
17238163,NEW YORK,10023,02/13/2017,02/15/2017,0,0,,0.161,0.118,
17236918,NEW YORK,10009,02/13/2017,02/21/2017,0,0,,0.163,0.078,
17237849,BROOKLYN,11209,02/13/2017,02/15/2017,0,0,,0.134,0.05,
17237507,BRONX,10452,02/13/2017,02/24/2017,0,0,,0.125,0.053,
16229416,NEW YORK,10017,02/13/2017,02/15/2017,0,0,,0.122,0.098,
16225872,NEW YORK,10023,02/13/2017,02/17/2017,0.001,0,,0.14,0.05,
17237859,BROOKLYN,11209,02/13/2017,02/24/2017,0,0,,0.159,0.046,
17237881,BROOKLYN,11214,02/13/2017,02/21/2017,0.004,0,,0.203,0.029,
17238036,Queens,11428,02/13/2017,02/16/2017,0.004,0.001,,0.184,0.02,
17237480,BROOKLYN,11213,02/13/2017,02/15/2017,0.001,0,,0.057,0.015,
17338225,JACKSON HEIGHTS,11372,02/13/2017,02/21/2017,0.011,0.035,0.001,0.107,0.015,0.009
17238076,BROOKLYN,11209,02/13/2017,02/24/2017,0.002,0,,0.145,0.073,
16235393,NEW YORK,10002,02/13/2017,02/21/2017,0,0,,0.052,0.015,
17238053,BROOKLYN,11218,02/13/2017,02/21/2017,0.003,0.001,,0.184,0.024,
17238083,BROOKLYN,11213,02/13/2017,02/16/2017,0,0,,0.27,0.123,
17237923,STATEN ISLAND,10312,02/14/2017,02/21/2017,0.001,0,,0.098,0.025,
17237683,BROOKLYN,11249,02/14/2017,02/16/2017,0,0,,0.232,0.096,
17237806,BROOKLYN,11214,02/14/2017,02/21/2017,0,0,,0.173,0.1,
17238306,ASTORIA,11106,02/14/2017,02/16/2017,0,0,,0.178,0.144,
17238047,JAMAICA,11435,02/14/2017,02/16/2017,0,0,,0.032,0.016,
17238052,NEW YORK,10044,02/14/2017,02/21/2017,0,0,,0.151,0.086,
17238119,NEW YORK,10034,02/14/2017,02/17/2017,0,0,,0.046,0.01,
17238112,JAMAICA,11435,02/14/2017,02/21/2017,0.003,0,,0.18,0.102,
17237712,NEW YORK,10003,02/14/2017,02/21/2017,0,0,,0.159,0.05,
17238282,RICHMOND HILL,11418,02/14/2017,02/15/2017,0,0,,0.149,0.02,
16235805,BROOKLYN,11216,02/14/2017,02/15/2017,0.002,0,,0.187,0.04,
17238007,BROOKLYN,11229,02/14/2017,02/23/2017,0,0,,0.168,0.047,
17237950,BROOKLYN,11214,02/14/2017,02/16/2017,0,0,,0.128,0.016,
16233414,WOODSIDE,11377,02/14/2017,02/17/2017,0,0,,0.221,0.026,
17237834,BROOKLYN,11215,02/14/2017,02/21/2017,0,0,,0.176,0.021,
17238341,BROOKLYN,11215,02/14/2017,02/21/2017,0,0,,0.207,0.012,
17238066,NEW YORK,10040,02/14/2017,02/24/2017,0,0,,0.225,0.025,
17238234,BROOKLYN,11249,02/14/2017,02/21/2017,0,0,,0.198,0.078,
17237967,NEW YORK,10021,02/14/2017,02/16/2017,0,0,,0.073,0.039,
17238068,BRONX,10465,02/14/2017,02/23/2017,0,0,,0.262,0.018,
17237979,BROOKLYN,11209,02/14/2017,02/21/2017,0,0,,0.193,0.032,
17237676,BROOKLYN,11228,02/14/2017,02/16/2017,0.003,0.001,,0.237,0.029,
17237713,BROOKLYN,11209,02/14/2017,02/21/2017,0,0,,0.124,0.008,
17238024,NEW YORK,10014,02/14/2017,02/23/2017,0,0,,0.099,0.04,
16229086,BRONX,10471,02/14/2017,02/17/2017,0,0,,0.071,0.025,
17238141,BRONX,10465,02/14/2017,02/21/2017,0,0,,0.112,0.098,
17238326,BROOKLYN,11217,02/14/2017,02/21/2017,0,0,,0.18,0.048,
17238243,NEW YORK,10024,02/14/2017,02/17/2017,0,0,,0.089,0.074,
17238030,BROOKLYN,11206,02/14/2017,02/21/2017,0,0,,0.249,0.031,
17237780,NEW YORK,10044,02/15/2017,02/17/2017,0,0,,0.187,0.067,
17236881,BROOKLYN,11203,02/15/2017,02/21/2017,0,0,,0.012,0.013,
17237828,NEW YORK,10031,02/15/2017,02/17/2017,0,0,,0.111,0.066,
17237343,BROOKLYN,11215,02/15/2017,02/17/2017,0,0,,0.149,0.115,
17238146,ELMHURST,11373,02/15/2017,02/21/2017,0.002,0,,0.121,0.011,
17237865,BROOKLYN,11209,02/15/2017,02/21/2017,0,0,,0.268,0.099,
16228964,BROOKLYN,11238,02/15/2017,02/21/2017,0,0,,0.175,0.067,
17238067,BROOKLYN,11211,02/15/2017,02/21/2017,0.002,0.002,,0.173,0.014,
17238358,NEW YORK,10025,02/15/2017,02/17/2017,0.001,0,,0.053,0.011,
17238444,NEW YORK,10002,02/15/2017,02/17/2017,0.001,0,,0.105,0.025,
16236396,NEW YORK,10027,02/15/2017,02/27/2017,0,0,,0.006,0.005,
17238481,BROOKLYN,11223,02/15/2017,02/21/2017,0.001,0,,0.028,0.009,
16235632,NEW YORK,10003,02/15/2017,02/21/2017,0,0,,0.392,0.228,
17238259,NEW YORK,10128,02/15/2017,02/21/2017,0,0,,0.151,0.148,
17237515,BROOKLYN,11230,02/15/2017,02/21/2017,0,0,,0.166,0.126,
17237289,ASTORIA,11105,02/15/2017,02/21/2017,0.003,0,,0.162,0.068,
17237424,BROOKLYN,11238,02/15/2017,02/23/2017,0,0,,0.128,0.019,
17237558,BRONX,10462,02/15/2017,02/27/2017,0,0,,0.15,0.083,
17238394,NEW YORK,10003,02/15/2017,02/21/2017,0,0,,0.352,0.042,
17238834,WHITESTONE,11357,02/16/2017,02/21/2017,0.001,0.006,,0.23,0.038,
17238415,BROOKLYN,11230,02/16/2017,02/23/2017,0,0,,0.242,0.019,
17237966,BROOKLYN,11222,02/16/2017,02/21/2017,0.001,0,,0.067,0.008,
17236853,BROOKLYN,11237,02/16/2017,02/17/2017,0.001,0.002,,0.364,0.033,
17238116,BROOKLYN,11238,02/16/2017,02/21/2017,0,0,,0.253,0.178,
17238885,NEW YORK,10039,02/16/2017,02/21/2017,0,0,,0.013,0.009,
17238169,BROOKLYN,11228,02/16/2017,02/21/2017,0,0,,0.357,0.246,
17238447,NEW YORK,10128,02/16/2017,02/27/2017,0,0,,0.076,0.023,
16226510,BRONX,10451,02/16/2017,02/23/2017,0,0,,0.206,0.173,
17238339,BRONX,10461,02/16/2017,02/23/2017,0,0,,0.151,0.044,
17237985,BROOKLYN,11220,02/16/2017,02/21/2017,0,0,,0.032,0.01,
17238085,JAMAICA,11435,02/16/2017,02/24/2017,0,0,,0.01,0.007,
17238086,NEW YORK,10031,02/16/2017,02/21/2017,0,0,,0.259,0.016,
17238404,NEW YORK,10033,02/17/2017,02/27/2017,0,0,,0.212,0.031,
17238860,NEW YORK,10024,02/17/2017,02/27/2017,0,0,,0.249,0.025,
17238389,BRONX,10463,02/17/2017,02/21/2017,0,0,,0.092,0.016,
17237835,BROOKLYN,11223,02/17/2017,02/21/2017,0,0,,0.147,0.034,
17238418,NEW YORK,10033,02/17/2017,02/27/2017,0,0.001,,0.147,0.151,
17238473,NEW YORK,10128,02/17/2017,03/01/2017,0,0,,0.067,0.024,
17238134,BROOKLYN,11215,02/17/2017,02/27/2017,0.001,0,,0.176,0.016,
17238215,BROOKLYN,11209,02/17/2017,02/27/2017,0,0,,0.26,0.036,
17238925,BROOKLYN,11221,02/17/2017,02/24/2017,0,0,,0.258,0.223,
17238523,NEW YORK,10033,02/17/2017,02/27/2017,0,0,,0.069,0.031,
17237986,NEW YORK,10002,02/17/2017,02/27/2017,0,0,,0.152,0.04,
17238004,NEW YORK,10040,02/17/2017,02/24/2017,0.001,0,,0.114,0.087,
17238361,NEW YORK,10034,02/17/2017,02/21/2017,0,0,,0.172,0.092,
17238075,BROOKLYN,11249,02/17/2017,02/21/2017,0,0,,0.28,0.049,
17237991,LONG ISLAND CITY,11101,02/17/2017,02/21/2017,0,0,,0.23,0.074,
17238407,NEW YORK,10034,02/17/2017,02/21/2017,0.002,0,,0.231,0.182,
17238921,ASTORIA,11103,02/17/2017,02/21/2017,0,0,,0.173,0.141,
17238916,SAINT ALBANS,11412,02/17/2017,02/27/2017,0.001,0,,0.279,0.03,
17238439,NEW YORK,10034,02/17/2017,02/24/2017,0,0,,0.072,0.06,
17238333,BAYSIDE,11360,02/17/2017,02/23/2017,0,0,,0.188,0.17,
17237390,BROOKLYN,11226,02/17/2017,02/27/2017,0,0,,0.116,0.026,
17238020,BROOKLYN,11222,02/17/2017,02/21/2017,0.002,0,,0.23,0.059,
17238218,BROOKLYN,11206,02/17/2017,02/24/2017,0,0,,0.064,0.012,
17238448,BROOKLYN,11212,02/17/2017,02/23/2017,0.004,0.001,,0.219,0.152,
17237941,BROOKLYN,11217,02/17/2017,02/24/2017,0,0,,0.216,0.04,
